id	name	parent_id
1217	slipper	88
10312	old age	146
8634	museum	44
12740	transience - flower	164
16376	transience - mirror	164
1113	prostitution	157
3647	history	30
2353	decay	30
15753	desolation	30
3981	menace	30
3700	hospital	44
2528	wheat	72
5307	greenhouse	46
4167	globe	172
4949	vegetable, mushroom	286
5016	royalty: George VI, coronation, 12 May 1937	38
13003	waste tip	19
6905	brother	6904
5748	soul	5731
5020	telegraph pole	28
3172	wardrobe	82
5022	housekeeper	119
14952	pink	72
8720	wind - putto	8026
2842	innkeeper	180
13051	official	130
841	curtain	82
15964	plant pot	79
4458	Russian	183
4670	hands clasped	92
16105	cartoon / comic strip	6729
5719	danger	30
4334	boot	88
19504	pottery	19
15580	protests and unrest: Tolpuddle Martyrs, c.1834	38
1598	instrument, lyre	80
20413	carousel	285
6353	vandalism	147
5015	flag, Union Flag	287
6925	cubist space	6729
2287	weeping	177
2465	moustache	93
843	satire	158
13025	spiritual world - heavenly city	165
16245	prisoner of war camp	20
995	mosque	25
5616	ship, tanker	161
10116	submarine	161
10427	prisoner of war	128
5167	pilot	128
4871	underground station	44
17884	documentary	6729
9552	scrapyard	19
16141	airfield	20
2778	paper	287
7182	furnace	85
6241	foundry	46
5059	miner	124
8096	war - ruined building	8024
4735	royalty: Victoria, coronation, 28 Jun 1838	38
14944	spring - woman	8026
14292	love, everlasting - ivy	163
17254	van Dyck, Anthony, painting, 'Queen Henrietta Maria'	10639
6766	virtue	31
12443	political power	155
3424	tea set	84
955	ball	285
18237	sculpture, Assyrian	80
1613	disbelief	31
5498	health and welfare: prison reform, 18th c.	38
818	reed	72
1043	décolletage	88
11225	rockery	18
1924	diplomat	130
16454	protests and unrest: Italy, 1945-48	38
5010	caryatid	17
15752	graffiti	28
6530	poacher	125
2955	past - classical architectural fragments	1030
12459	rhododendron	72
3297	key	83
885	aerial view	71
12448	crater	71
3924	desert	71
4856	cockerel	62
1270	restaurant	43
827	industrial society	158
828	pollution	158
4789	dog, bull terrier	67
16277	power - standing figure	1030
4503	café	43
1093	leaping	61
4445	voodoo	138
4505	tutu	88
7187	staff room	46
198	artist - non-specific	118
3446	baton	80
2069	instrument, clarinet	80
1280	instrument, flute	80
2521	instrument, trumpet	80
938	militarism	158
231	political prisoner	155
6709	triumph	31
3902	tile	17
902	tap	287
1298	wire	287
5971	gloxinia	72
4962	judge	125
6719	mackerel	65
3991	slavery	158
7392	politician, Secretary of the Treasury	130
13021	musical analogy	6927
11192	fingerprint	93
2922	fox	67
3251	infidelity	157
7963	poker	85
757	mouth	93
13345	buzzard	62
13346	kestrel	62
13349	marsh harrier	62
13350	osprey	62
4877	sparrowhawk	62
19657	cup / mug	84
16367	paper clip	287
4617	airport	24
1037	fruit, apple	286
11260	fruit, fig	286
2009	fruit, pear	286
12986	fruit, plum	286
16121	fruit, quince	286
8514	grate	85
807	lawn	18
1747	topiary	18
3027	symbol	444
13335	stole	88
12464	disease	61
4876	death	61
11251	racing driver	123
6708	engine	86
4199	hose	86
10150	music: Brahms, 'Ein Deutsches Requiem'	10058
7289	tower block	28
5481	frog	65
3195	politics: Northern Ireland	38
16164	sport: Mexico Olympic Games, 1968	38
16195	telephone box	28
5441	warehouse	19
4290	thorn	72
10215	baboon	67
5615	tyre	160
11235	handprint	93
4694	fruit, lemon	286
5171	spacecraft	159
2438	pun	30
1572	eye	93
5984	plant cell	72
4620	bear	67
6783	philosophy, Eastern	149
9381	innocence - the Fool	163
1695	electrical component	81
10213	organ	93
3702	vein	93
10027	test dummy	172
5605	scientific model	172
3986	robot	86
6041	robot	89
11245	tank	89
3574	sundial	172
3786	see-saw	52
3118	snail	66
1733	bathing / swimming	52
13518	fjord	73
4455	parachute	159
11133	motorcycle racing	54
12875	chance	6729
11138	death: Governor George Wallace, assassination, 15 May 1972	38
3850	maze	17
6440	mound	21
5273	postcard	174
10924	product packaging	174
16806	trolley	287
6705	wrench	86
6706	screw driver	86
12880	classification	6729
3150	spanner	86
1990	metal cutter	86
7031	shears	86
5154	paper	174
10039	ash	1809
4302	pencil	174
703	money	287
15638	psychology, Laing	149
3136	frustration	31
13610	artist, multi-media	118
6127	running	61
3987	choreographer	118
3298	telephone	81
1939	quill pen	174
8602	truffle hunting	117
13261	juggling	52
1256	mule	67
15648	sport: Sarajevo Winter Olympic Games, 1984	38
9414	bison	67
9415	rhinoceros	67
16011	dromedary	67
693	clover	72
8486	root	72
758	anxiety	31
10114	hammock	82
7060	home front	36
16009	ticket inspector	130
6944	science fiction	6927
7913	nationalism	158
9436	threshing	117
5876	creation	30
13236	perspiration	178
3295	road sweeper	130
7201	insect	66
12410	book, 'Deliverance From Russia'	174
13271	vending machine	86
935	shouting	177
9369	drill	86
10171	stopcock cover	28
10210	linoleum	82
9402	starflower	72
8533	swimming	61
13288	zip	88
10534	wrestler	123
1169	letter	174
13213	loudspeaker	81
3053	light, electric	85
3604	light, spotlight	85
13329	spider plant	72
3959	tripod	86
6548	caption	166
13394	toaster	84
2434	earth	70
6128	ruler	172
12337	book, Freeman, 'On the Safeguarding of Life in Theatres'	174
12340	book, Lewis, Wyndham, 'The Caliph's Design'	174
12341	magazine, 'Transition'	174
12342	magazine, 'Partisan Review'	174
12345	book, 'The Bronxville Portfolio'	174
12348	book, Hunt, Violet, 'Zeppelin Nights'	174
12350	book, Miller, Henry, 'Max and the White Phagocytes'	174
12352	book, 'Edward Weston'	174
12353	book, Lindsay, Vachel, 'The Congo'	174
12361	book, Mead, Margaret, 'Coming of Age in Samoa'	174
12362	book, Burke, Kenneth, 'Towards a Better Life'	174
12363	book, Penguin Modern Painters, 'Edward Hopper'	174
12365	book, Marlborough, 'Mark Rothko'	174
2814	gun, handgun	90
12372	book, Gorky, Maxim, 'Articles and Pamphlets'	174
12374	book, Trotsky, Leon 'The Defence of Terrorism'	174
12417	book, 'Kampflieder ... de las Brigadas Internacionales'	174
12375	book, 'The Jewish Question'	174
12376	book, 'Plague'	174
8694	tank	160
12393	book, Rice, Elmer, 'The Adding Machine'	174
12338	book, Goris, Jan-Albert, 'Belgian Letters'	174
3253	pen	174
12396	book, Lum and Abner, 'Jot 'em Down Store'	174
12398	book, Tweed, 'Boss'	174
13204	music: Bartók, 'The Miraculous Mandarin'	10058
13198	tapir	67
7040	knight	128
12453	thread	287
7259	operation	156
4846	igloo	26
4963	jury	147
10113	thimble	83
9544	watch	172
10077	philosophy, Wittgenstein	149
9494	peanut	286
5131	rocket	159
5198	record	80
11853	telegram	174
1495	France	108
2433	seed	72
12233	sheet music	174
3802	composer	118
6720	saucepan	84
19662	bowl	84
4086	egg	286
3485	space	69
6518	skin	93
11163	postage stamp	174
3115	politician, political leader	130
11240	string	287
16168	sacred site - hand	165
6848	zoo	23
6850	giraffe	67
3623	post box	28
4870	underground station	24
2192	fruit, banana	286
3783	sausage	286
1193	cigar	88
12979	recording studio	46
4847	glass	287
11916	lotus	72
1272	seafood	286
8450	ocelot	67
13280	carp	65
13279	red bream	65
1166	market	44
12895	folly	18
1623	owl	62
11437	mermaid	63
13275	windbreak	287
11263	tongs	86
5228	newspaper, 'Le Figaro'	174
1800	animal/human	63
11856	guillemot	62
1130	bull	67
1547	hare	67
13352	badger	67
13353	lynx	67
267	ram	67
907	flying	61
13358	shearwater	62
2651	tablet	174
1704	irony	30
12422	tile	83
6849	cage	287
5590	Spitalfields, Christ Church	9301
7670	bird of prey	62
4767	heron	62
3427	swallow	62
4599	daffodil	72
16095	royalty: Prince of Wales, investiture, 1969	38
3114	politician, president	130
11190	helicopter	159
16079	politician, vice president	130
5717	mine	19
12799	unicorn	63
956	cricket	54
9517	pie	286
12303	magician	118
12083	light	6729
9532	tarot	138
15754	speed	30
16575	flag, bunting	287
2288	towel	88
930	eagle	62
8480	nail varnish	88
2952	explosion	70
8455	triplets	6904
6795	spontaneity	6729
759	pessimism	31
8685	instructions	166
5925	plug	81
5926	switch	81
11717	order	6729
18246	misalignment	6729
15907	opera: Kruchenykh, Malevich, Matyushin, 'Victory Over the Sun'	10058
5448	ephemerality	30
13233	napkin	88
13234	mosaic	80
13341	coat hook	82
3578	cupboard	82
4783	match	85
584	balcony	17
17031	stopwatch	172
5094	director - film / television	118
3039	tin can	170
13249	traffic lights	28
5896	paint, brushstroke	80
10533	matador	123
1673	target	285
8618	love - heart	163
8687	sea poppy	72
6695	sound	30
4678	ripple	70
5444	glider	159
3572	apple	1809
2270	blossom	1809
12590	mushroom	72
4357	void	30
16101	teasle	72
8806	revolution	155
8552	vegetable, kale	286
12968	question mark	166
16289	flag, China	287
16288	flag, USSR	287
8678	ship, warship, 'HMS Indefatigable'	161
8682	ship, warship, 'HMS Inflexible'	161
8681	ship, warship, 'HMS Invincible'	161
9360	reaper	79
10156	tarot card	169
233	politics: Cold War, post-1945	38
482	Latin text	166
13540	shot	178
5128	television	81
10932	sin	5731
10070	jellyfish	65
6501	fish, kipper	286
16120	swastika	166
21127	photography lamp	80
9435	traction engine	86
9076	tail	64
1970	handkerchief	88
2957	crown of thorns	169
5738	halo	5731
8650	tennis	54
12781	harem	41
9451	sling	90
4200	chalice	169
9429	host	169
6595	empress	869
10104	monocle	88
10229	baker	180
4775	hand mirror	88
863	gender	158
5349	philosophy	149
5908	professor	121
13180	hollyhock	72
13179	hydrangea	72
4484	silence	30
6409	moth	66
8576	tortoise	68
8575	turtle	68
17122	peace - dove	1030
8752	rearing	61
4099	shutter	82
5195	splash	70
2073	nail	287
3713	dustbin lid	83
8465	crocodile	68
4570	vegetable, carrot	286
3073	skiing	54
1726	bus	160
765	car	160
10026	designer	124
3304	suitcase	88
7330	washing machine	81
11234	pin sculpture matrix	89
10073	snow boarding	54
5089	shower	82
13399	ornament	82
4055	power station	46
4059	hair	93
16365	orifice	93
13990	x-ray	171
16882	ship, warship, 'Prinz Eugen'	161
3465	exhilaration	31
2052	toilet paper	83
5692	swimming pool	18
6773	sorcerer	138
13241	receipt	174
5145	magazine - non-specific	174
17397	snorkelling	54
17845	nursery rhyme, 'Ring-a-ring of roses'	57
9342	radiator	85
19652	worker - non specific	130
1302	studio assistant	118
6122	politics: Chinese-German relations, 1980s	38
6120	politics: Communism	38
6121	politics: Germany, division, post-1945	38
6434	period: Mayan civilisation	38
9901	share trading	180
3188	missile	90
14453	tear	93
17428	ship, steam, 'Ngahere'	161
17430	ship, steam, 'SS Plympton'	161
6314	rosary	169
7350	volcanic eruption	70
19806	signature	166
19431	politics: USSR, dissolution, 1990-91	38
14537	politics: Arab-Israeli dispute	38
16052	knowledge - book	1030
3689	poplar	1809
5250	psychology, Jung	149
16382	hangover	178
16091	time - nail	1030
9338	mistletoe	72
10269	time - mouse	1030
2535	flea	66
11862	screw	287
6921	enclosure	30
16053	relic	169
9407	typist	180
12077	mud	70
19663	goblet	84
3214	fig leaf	1809
1308	ecology	158
10128	pizza	286
1787	torture	158
13484	death: Jean-Paul Marat, assassination, 13 Jul 1793	38
13483	revolution: French Revolution, 1789-99	38
1814	giant	63
4080	tobacconist	180
12971	voyeurism	157
16654	watching television	52
18236	pixelation	6729
3490	sperm	93
6724	childhood	146
13254	test tube	172
12989	vegetable, onion	286
5889	straw	287
10161	rodent	67
2653	recoiling	177
3776	gallows	28
11992	trunk	170
16299	plastic surgery	6927
8055	perception - green	163
4575	plant room	46
1060	courage	31
1027	lightbulb	85
1586	bone	93
6930	fashion	6927
7665	ostrich	62
5355	child abuse	158
3707	pregnancy	146
11895	spaghetti	286
12079	sand	70
5468	placard	174
18183	climbing frame	285
15563	stigmata	133
17529	protests and unrest: strike, National Union of Mineworkers, 1984	38
2308	net	287
8598	pornography	158
2050	toilet	82
3966	psychology, Freud	149
15317	salmon	65
14748	urinating	175
3589	spider	66
11237	launderette	44
15932	weevil	66
3590	wasp	66
16029	windchime	287
15934	mulberry	1809
12760	bone	64
6739	dynamism	6729
6780	subconscious	31
3889	womb	93
16890	politics: America, foreign policy, post 1945	38
3999	tape recorder	81
11878	public lavatory	44
14482	library	44
17362	revolution: Serbia, '5th October Overthrow', 5 October 2000	38
2893	ice	70
17410	pick-up truck	160
771	screen	82
17457	tadpole	65
17473	sport: Commonwealth Games, Edinburgh, Sep 1986	38
10522	growth	30
3412	refuse	287
18592	photographic studio	46
18660	politics: Lebanon	38
18256	politics: Argentina, 'The Dirty War', 1976-1983	38
18293	ship, sailing, 'Libertad'	161
18269	newspaper, 'L'Osservatore Romano'	174
18270	human rights	158
18381	rubber ring	89
18481	design	6927
18559	waste storage facility	19
21821	secrecy	30
16446	technology	149
18555	film: DeMille, Cecil B., 'The Ten Commandments'	10058
14796	waiting room	44
15292	football	54
1637	photograph	80
15430	magazine, 'Time'	174
18373	protests and unrest: Greenham Common Peace Camp, 1980s	38
14640	hotel	44
19640	politics: Democratic Republic of Congo, transitional government, 2003-2006	38
3585	modernist	22
4576	piping	86
19440	society: Kalkerfeld settlement, development, 1928	38
7737	weaving	124
3975	sink	82
2210	pendant	88
2963	ranger	117
12576	virginity - hair	163
14255	wealth - pearls	8024
6717	leaping	92
5874	mechanic	124
959	machine age	158
6721	frying pan	84
1918	carnation	72
2213	dahlia	72
14755	phlox	72
14756	sweet william	72
1579	cushion	82
1243	stick	90
19547	producer	118
3553	charity - woman and child	1030
617	uncertainty - falling	163
6274	infinity	30
6553	perch	287
17256	tennis player	123
1162	flat	26
5003	tinker	124
19616	tree of life	5731
6735	balance	6729
16736	shorts	88
18440	dummy	88
12591	architect	124
4212	micro-organism	66
3979	visor	88
13562	gliding	54
6381	sea bed	73
5751	prayer wheel	169
5746	salvation	5731
15795	war - armour	8024
5755	swan-upping	117
8100	mourning - candle	8024
5757	silo	14
884	ice	77
1251	shed	18
17502	weight	6729
13395	mannequin	89
6988	supernova	69
4354	knuckle	93
1404	top	89
19661	decanter	84
10057	nursery rhyme, 'Sing a Song of Sixpence'	57
4239	thumb	93
19375	film: Latham, John, 'Unedited Material from the Star'	10058
18465	politics: Francoist Spain, 1939-1975	38
5882	rocket	90
14307	masque: Crowne, John, 'Calisto'	10058
17666	psychology, Klein	149
7771	facade	17
1743	pedlar	180
12481	wisdom - book	163
468	aerial view	28
6421	hawk	62
2828	doctor	127
5927	counter	82
16860	footballer	123
1200	easel	80
3317	toothbrush	88
3318	toothpaste	88
6908	father	6904
21770	ship, galley	161
5251	totem pole	169
3886	rebirth - chrysalis	164
17209	muzzle	287
7718	hoe	79
2995	firewood	85
16653	neck	93
791	screaming	177
5257	photography	51
10429	playboy	6927
10885	pawnbroker	180
4705	knot	287
2720	trainer	123
5452	tobogganing	52
8541	ticket	174
15448	tallit	169
825	industrialist	124
7912	politics: Czechoslovakia, British non-intervention, 1938	38
19603	playing	61
17014	talisman	169
15454	sacrament	133
4251	sand bag	287
19542	magazine, 'Once a Week'	174
7264	surgical instrument	171
2939	struck by lightning	178
2552	seaweed	72
18164	suspension	6729
12603	sociologist	121
14438	mammal - non-specific	67
18460	sculpture, Palaeolithic	80
16906	huntsman	117
603	groom	123
8074	winter - old man	8026
1979	puffin	62
19024	seal	65
15862	treason	155
6682	symbol, paleolithic	166
15352	modern life - acrobat	8024
736	bed	82
5587	existence	30
12130	soul - bird	165
10636	vegetable, turnip	286
13544	unemployment	156
4750	iris	72
242	crowd	97
15554	sweet pea	72
19509	Coker, Peter, painting, 'Table and Chair'	10639
16166	ritual	5731
3569	royalty: Elizabeth II, coronation, 2 Jun 1953	38
6262	walnut	1809
15936	narcissism	31
6464	crockery	84
3596	life - blood	164
15727	politics: First Reform Act, 1832	38
682	brothel	43
15740	terrorism	155
17068	matador costume	151
17067	picador	123
13754	society: America, colonization, 17th c.	38
17062	politics: Israel, foundation, 1948	38
12599	explorer	121
4768	swamp	76
4997	revolution: Hungarian Uprising, Nov 1954	38
4341	circus performer	118
1951	flask	170
2542	planet	69
1183	bread	286
6636	cake	286
2242	plane	1809
3384	dockyard	19
10637	vegetable, swede	286
4792	tram	160
7719	instrument, panpipes	80
17328	sculpture, African	80
2680	instrument, pipe	80
610	dog, foxhound	67
1938	roller skating	52
1996	warmth - beeswax	1030
16590	slowness - iron	1030
16589	speed - copper	1030
4456	parachuting	54
7904	vine leaf	1809
7007	miller	124
14759	propeller	161
16259	train driver	180
19593	rejection - muck spreading	163
18472	Matisse, Henri	10639
485	primrose	72
2569	freedom - angel	1030
2735	society: Waterloo Bridge, opening, 18 Jun 1817	38
8094	peasant life - pumpkin	8024
3522	whirlpool	70
2232	shooting gallery	43
15500	loyalty - dog	163
1804	muff	88
4207	dedication	166
7305	salvaging	124
7141	rescuing	177
20394	stratum	71
9364	painting materials	80
14792	symbol, radiation	166
20788	society: West Indies, British colonization	38
16373	racket	285
16620	roth	72
5092	sandpiper	62
17199	pomposity	31
19512	period: Etruscan	38
2915	procreation	146
7254	games machine	285
5149	hatred	31
10926	idol	5731
5252	starfish	65
6767	creativity	31
9592	cosmos	30
8213	period: Renaissance	38
3785	oar	161
16306	speed - hare	1030
9550	death - sunset	164
12127	rope-making	124
14439	politics: Cardinal Wolsey, disgrace, 1529	38
5681	woodpecker	62
12141	harpoon	90
16965	protests and unrest: Peasants' Revolt, 1381	38
3074	courtier	869
6431	sculpture, Olmec	80
1853	instrument, guitar	80
17078	horror - split pomegranate	163
5364	prejudice	158
16238	ship, tanker, Alba	161
16823	bird table	79
15895	obituary	166
5986	video recorder	81
11488	tank	86
10928	royalty: James I, arrival in England, 1603	38
20242	rust	70
4189	comb	88
5689	cartouche	17
6782	heroism	31
976	death - black	164
16257	politics: Fascist Italy, 1922-43	38
4033	oil drum	170
13032	pharmacy	44
1171	race	158
10524	huntsman	123
12874	pain	178
5564	pin	287
2053	lavatory	41
13776	pearl	64
1920	hermit	120
13205	tights	88
2361	illegitimacy	158
5595	disguise	153
14739	telephone kiosk	24
10181	medical apparatus	171
6933	cultural icon	6927
15026	urinal	82
12785	moose	67
12766	politics: Scotland, devolution, 1999	38
18858	project:  Tracey Emin and Sarah Lucas, 'The Shop', Bethnal Green Road, London, 1993	18725
4414	dog, King Charles spaniel	67
1309	newspaper, 'The Guardian'	174
15030	locker	82
789	deformity	178
15955	horseshoe	79
18344	victory - winged male figure	1030
16844	soap	83
16560	fruit, soursop	286
3081	fireman	130
11312	pedestal	17
11253	feeding livestock	117
555	bottle	170
14745	scratching	175
15019	satchel	88
18363	manga	6927
16898	politics: Situationist International, 1960s	38
16840	protests and unrest: Paris uprising, May 1968	38
17327	philosophy, Existentialism	149
3909	gorse	72
10505	swing	52
1652	toy	89
17309	emigration / immigration	6927
18096	meditation	5731
1441	protecting	177
2268	rush	72
15017	snake bite	178
9909	peat burning	117
12609	education	149
624	mural	80
5113	birch	1809
10422	hop	72
6503	nose	93
5266	marching	92
9928	straitjacket	171
9725	leg/legs raised	92
7154	governor	130
4001	horn	64
15865	exercising	54
15866	publican	180
8979	investiture	155
14747	sneezing	175
4671	spread-eagled	92
4320	haunting	138
12246	thunderbolt	169
10401	music: Mozart, Wolfgang Amadeus	10058
815	marsh	71
7964	washing tub	83
6926	widower	6904
12595	docker	180
6049	orchestra	53
1463	griffin	63
264	bowl	170
2085	hands crossed	92
11446	Rubens, Peter Paul, drawing, 'Isabella Brant'	10639
10922	god	141
11438	goddess	141
1118	drinking	61
10917	saint	136
5982	cellar	41
1063	Spain	108
5649	spinning wheel	86
9679	alder	1809
5028	water tank	28
10417	blackberry	72
3655	bramble	72
10419	deadnettle	72
10421	water plantain	72
6016	warder	125
3744	plasterwork	80
10448	panther	67
11434	politics: Oliver Cromwell, refusing crown, 1657	38
11432	politics: Long Parliament, dissolution, 20 Apr 1653	38
11463	trophy	169
1052	hoop	89
10888	snuff	88
16204	del Sarto, Andrea, painting	10639
9937	grindstone	86
9653	camera	172
276	carrying	175
1403	serpent	63
9658	trident	169
9661	hypocrisy	31
2544	orb	169
3883	meteor	69
10947	book, Barlow, Francis, 'Birds and Beasts'	174
7698	dovecote	14
7660	magpie	62
7661	sparrow	62
7669	tom tit	62
10943	book, Barlow, Francis, 'Birds and Fowles of Various Species'	174
7675	ruff	62
5486	nurse	127
11451	petticoat	88
3712	trousers	88
4032	clergyman	120
7835	font	169
7653	lapwing	62
5674	crow	62
6775	raven	62
5747	devil	5731
6515	partridge	62
486	nest	64
854	armour	88
7763	society: London Bridge, opening, 1 Aug 1831	38
20127	inscription - non-specific	166
13237	mathematics, Fibonacci	149
18244	moebius strip	172
17406	surfing	54
17378	quadrant	172
2169	hood	88
17550	book, Beckford, William, 'Vathek'	174
17549	book, Melville, Herman, 'La Véranda'	174
17548	book, Melville, Herman, 'The Piazza Tales'	174
10060	opera: Wagner, Richard, 'Parsifal'	10058
17314	sound	6729
11205	psychology	149
17456	scent	6729
5174	light, neon	85
17569	society: Grenada, French colonization, 1651	38
17248	western society	158
17575	magazine, 'Boxing'	174
10623	ceramics	80
1649	coffee pot	84
18372	incense	169
14338	pot	84
7688	nomad	6927
21388	paranoia	31
877	dysfunction	30
12972	footprint	93
7039	painting, miniature	80
19385	tension - strings	1030
17582	politics: Lord Althorp, election, Dec 1830	38
17896	politics: Brazil	38
21051	recycling	6927
17854	pine needle	1809
17662	pin board	287
17668	vessel	170
10052	philosophy, Hegel	149
6828	postman	130
11189	rack	82
18621	ship, dredger	161
17671	human/machine	63
17579	iron	81
17665	stocks	287
738	sheet	82
17636	politics: Anglo-Maratha treaty, 1790	38
10338	plant/human	63
15901	fragility	6729
19389	sawing	124
19658	coffin	169
19391	security guard	180
8609	record player	81
19393	vortex	70
19394	window dresser	180
18382	swimming cap	88
2855	braces	88
13787	boules	52
21627	pigeon racing	52
16455	guard	128
21633	shuttlecock	285
21635	parallel bars	285
17566	waiting	175
15206	souvenir	287
21309	mortality - flies	164
17670	tank	170
6867	notice	174
16385	double-headed figure	63
17306	hybrid animal	63
17992	underpass	28
19651	society: American Old West, 19th c.	38
18546	vent	17
17633	society: Paternoster Square Column, 2003	38
6676	senses	93
17672	harness	88
18552	finger	93
17699	heart	166
5682	psychiatry	156
18397	Hunt, William Holman, 'The Triumph of the Innocents'	10639
18239	society: Case Study Houses, 1945-1966	38
18535	pod	72
18534	politics: Union of the Crowns, March 1603	38
18644	psychoanalyst	127
18348	paleontologist	121
19434	puddle	70
18602	training shoes	285
18190	plastic sheet	287
18189	mold	70
19406	struggle - crutch	1030
5339	political protest	155
19411	philosophy, 'pataphysics	149
19428	trickery - hare	1030
12833	cultural identity	6927
21163	togetherness - two circles	1030
18245	uncertainty	31
3965	viscera	93
19459	renewal - blood	1030
17813	human/rock	63
18474	pigment	80
4360	displacement	158
21112	injured	61
5921	fruit, orange	286
11884	pyjamas	88
21103	table tennis	54
21033	wool	64
21598	music: Wonder, Stevie, 'Happier than the Morning Sun'	10058
16255	filing cabinet	82
17500	card index	174
